2♠, 2♥, 2♣
7♠, 10♣, Q♣
7♠, 10♣, Q♦
7♠, 10♣, K♠
7♠, 10♣, K♥
7♠, 10♣, K♣
7♠, 10♣, K♦
7♠, 10♣, A♠
7♠, 10♣, A♥
7♠, 10♣, A♣
7♠, 10♣, A♦
7♠, 10♦, J♠
7♠, 10♦, J♥
7♠, 10♦, J♣
7♠, 10♦, J♦
7♠, 10♦, Q♠
7♠, 10♦, Q♥
7♠, 10♦, Q♣
7♠, 10♦, Q♦
7♠, 10♦, K♠
7♠, 10♦, K♥
7♠, 10♦, K♣
7♠, 10♦, K♦
7♠, 10♦, A♠
7♠, 10♦, A♥
7♠, 10♦, A♣
7♠, 10♦, A♦
7♠, J♠, J♥
7♠, J♠, J♣
7♠, J♠, J♦
7♠, J♠, Q♠
7♠, J♠, Q♥
7♠, J♠, Q♣
7♠, J♠, Q♦
7♠, J♠, K♠
7♠, J♠, K♥
7♠, J♠, K♣
7♠, J♠, K♦
7♠, J♠, A♠
7♠, J♠, A♥
7♠, J♠, A♣
7♠, J♠, A♦
7♠, J♥, J♣
7♠, J♥, J♦
7♠, J♥, Q♠
7♠, J♥, Q♥
7♠, J♥, Q♣
7♠, J♥, Q♦
7♠, J♥, K♠
7♠, J♥, K♥
7♠, J♥, K♣
7♠, J♥, K♦
7♠, J♥, A♠
7♠, J♥, A♥
7♠, J♥, A♣
7♠, J♥, A♦
7♠, J♣, J♦
7♠, J♣, Q♠
7♠, J♣, Q♥
7♠, J♣, Q♣
7♠, J♣, Q♦
7♠, J♣, K♠
7♠, J♣, K♥
7♠, J♣, K♣
7♠, J♣, K♦
7♠, J♣, A♠
7♠, J♣, A♥
7♠, J♣, A♣
7♠, J♣, A♦
7♠, J♦, Q♠
7♠, J♦, Q♥
7♠, J♦, Q♣
7♠, J♦, Q♦
7♠, J♦, K♠
7♠, J♦, K♥
7♠, J♦, K♣
7♠, J♦, K♦
7♠, J♦, A♠
7♠, J♦, A♥
7♠, J♦, A♣
7♠, J♦, A♦
7♠, Q♠, Q♥
7♠, Q♠, Q♣
7♠, Q♠, Q♦
7♠, Q♠, K♠
7♠, Q♠, K♥
7♠, Q♠, K♣
7♠, Q♠, K♦
7♠, Q♠, A♠
7♠, Q♠, A♥
7♠, Q♠, A♣
7♠, Q♠, A♦
7♠, Q♥, Q♣
7♠, Q♥, Q♦
7♠, Q♥, K♠
7♠, Q♥, K♥
7♠, Q♥, K♣
7♠, Q♥, K♦
7♠, Q♥, A♠
7♠, Q♥, A♥
7♠, Q♥, A♣
7♠, Q♥, A♦
7♠, Q♣, Q♦
7♠, Q♣, K♠
7♠, Q♣, K♥
7♠, Q♣, K♣
7♠, Q♣, K♦
7♠, Q♣, A♠
7♠, Q♣, A♥
7♠, Q♣, A♣
7♠, Q♣, A♦
7♠, Q♦, K♠
7♠, Q♦, K♥
7♠, Q♦, K♣
7♠, Q♦, K♦
7♠, Q♦, A♠
7♠, Q♦, A♥
7♠, Q♦, A♣
7♠, Q♦, A♦
7♠, K♠, K♥
7♠, K♠, K♣
7♠, K♠, K♦
7♠, K♠, A♠
7♠, K♠, A♥
7♠, K♠, A♣
7♠, K♠, A♦
7♠, K♥, K♣
7♠, K♥, K♦
7♠, K♥, A♠
7♠, K♥, A♥
7♠, K♥, A♣
7♠, K♥, A♦
7♠, K♣, K♦
7♠, K♣, A♠
7♠, K♣, A♥
7♠, K♣, A♣
7♠, K♣, A♦
7♠, K♦, A♠
7♠, K♦, A♥
7♠, K♦, A♣
7♠, K♦, A♦
7♠, A♠, A♥
7♠, A♠, A♣
7♠, A♠, A♦
7♠, A♥, A♣
7♠, A♥, A♦
7♠, A♣, A♦
7♥, 7♣, 7♦
7♥, 7♣, 8♠
7♥, 7♣, 8♥
7♥, 7♣, 8♣
7♥, 7♣, 8♦
7♥, 7♣, 9♠
7♥, 7♣, 9♥
7♥, 7♣, 9♣
7♥, 7♣, 9♦
7♥, 7♣, 10♠
7♥, 7♣, 10♥
7♥, 7♣, 10♣
7♥, 7♣, 10♦
7♥, 7♣, J♠
7♥, 7♣, J♥
7♥, 7♣, J♣
7♥, 7♣, J♦
7♥, 7♣, Q♠
7♥, 7♣, Q♥
7♥, 7♣, Q♣
7♥, 7♣, Q♦
7♥, 7♣, K♠
7♥, 7♣, K♥
7♥, 7♣, K♣
7♥, 7♣, K♦
7♥, 7♣, A♠
7♥, 7♣, A♥
7♥, 7♣, A♣
7♥, 7♣, A♦
7♥, 7♦, 8♠
7♥, 7♦, 8♥
7♥, 7♦, 8♣
7♥, 7♦, 8♦
7♥, 7♦, 9♠
7♥, 7♦, 9♥
7♥, 7♦, 9♣
7♥, 7♦, 9♦
7♥, 7♦, 10♠
7♥, 7♦, 10♥
7♥, 7♦, 10♣
7♥, 7♦, 10♦
7♥, 7♦, J♠
7♥, 7♦, J♥
7♥, 7♦, J♣
7♥, 7♦, J♦
7♥, 7♦, Q♠
7♥, 7♦, Q♥
7♥, 7♦, Q♣
7♥, 7♦, Q♦
7♥, 7♦, K♠
7♥, 7♦, K♥
7♥, 7♦, K♣
7♥, 7♦, K♦
7♥, 7♦, A♠
7♥, 7♦, A♥
7♥, 7♦, A♣
7♥, 7♦, A♦
7♥, 8♠, 8♥
7♥, 8♠, 8♣
7♥, 8♠, 8♦
7♥, 8♠, 9♠
7♥, 8♠, 9♥
7♥, 8♠, 9♣
7♥, 8♠, 9♦
7♥, 8♠, 10♠
7♥, 8♠, 10♥
7♥, 8♠, 10♣
7♥, 8♠, 10♦
7♥, 8♠, J♠
7♥, 8♠, J♥
7♥, 8♠, J♣
7♥, 8♠, J♦
7♥, 8♠, Q♠
7♥, 8♠, Q♥
7♥, 8♠, Q♣
7♥, 8♠, Q♦
7♥, 8♠, K♠
7♥, 8♠, K♥
7♥, 8♠, K♣
7♥, 8♠, K♦
7♥, 8♠, A♠
7♥, 8♠, A♥
7♥, 8♠, A♣
7♥, 8♠, A♦
7♥, 8♥, 8♣
7♥, 8♥, 8♦
7♥, 8♥, 9♠
7♥, 8♥, 9♥
7♥, 8♥, 9♣
7♥, 8♥, 9♦
7♥, 8♥, 10♠
7♥, 8♥, 10♥
7♥, 8♥, 10♣
7♥, 8♥, 10♦
7♥, 8♥, J♠
7♥, 8♥, J♥
7♥, 8♥, J♣
7♥, 8♥, J♦
7♥, 8♥, Q♠
7♥, 8♥, Q♥
7♥, 8♥, Q♣
7♥, 8♥, Q♦
7♥, 8♥, K♠
7♥, 8♥, K♥
7♥, 8♥, K♣
7♥, 8♥, K♦
7♥, 8♥, A♠
7♥, 8♥, A♥
7♥, 8♥, A♣
7♥, 8♥, A♦
7♥, 8♣, 8♦
7♥, 8♣, 9♠
7♥, 8♣, 9♥
7♥, 8♣, 9♣
7♥, 8♣, 9♦
7♥, 8♣, 10♠
7♥, 8♣, 10♥
7♥, 8♣, 10♣
7♥, 8♣, 10♦
7♥, 8♣, J♠
7♥, 8♣, J♥
7♥, 8♣, J♣
7♥, 8♣, J♦
7♥, 8♣, Q♠
7♥, 8♣, Q♥
7♥, 8♣, Q♣
7♥, 8♣, Q♦
7♥, 8♣, K♠
7♥, 8♣, K♥
7♥, 8♣, K♣
7♥, 8♣, K♦
7♥, 8♣, A♠
7♥, 8♣, A♥
7♥, 8♣, A♣
7♥, 8♣, A♦
7♥, 8♦, 9♠
7♥, 8♦, 9♥
7♥, 8♦, 9♣
7♥, 8♦, 9♦
7♥, 8♦, 10♠
7♥, 8♦, 10♥
7♥, 8♦, 10♣
7♥, 8♦, 10♦
7♥, 8♦, J♠
7♥, 8♦, J♥
7♥, 8♦, J♣
7♥, 8♦, J♦
7♥, 8♦, Q♠
7♥, 8♦, Q♥
7♥, 8♦, Q♣
7♥, 8♦, Q♦
7♥, 8♦, K♠
7♥, 8♦, K♥
7♥, 8♦, K♣
7♥, 8♦, K♦
7♥, 8♦, A♠
7♥, 8♦, A♥
7♥, 8♦, A♣
7♥, 8♦, A♦
7♥, 9♠, 9♥
7♥, 9♠, 9♣
7♥, 9♠, 9♦
7♥, 9♠, 10♠
7♥, 9♠, 10♥
7♥, 9♠, 10♣
7♥, 9♠, 10♦
7♥, 9♠, J♠
7♥, 9♠, J♥
7♥, 9♠, J♣
7♥, 9♠, J♦
7♥, 9♠, Q♠
7♥, 9♠, Q♥
7♥, 9♠, Q♣
7♥, 9♠, Q♦
7♥, 9♠, K♠
7♥, 9♠, K♥
7♥, 9♠, K♣
7♥, 9♠, K♦
7♥, 9♠, A♠
7♥, 9♠, A♥
7♥, 9♠, A♣
7♥, 9♠, A♦
7♥, 9♥, 9♣
7♥, 9♥, 9♦
7♥, 9♥, 10♠
7♥, 9♥, 10♥
7♥, 9♥, 10♣
7♥, 9♥, 10♦
7♥, 9♥, J♠
7♥, 9♥, J♥
7♥, 9♥, J♣
7♥, 9♥, J♦
7♥, 9♥, Q♠
7♥, 9♥, Q♥
7♥, 9♥, Q♣
7♥, 9♥, Q♦
7♥, 9♥, K♠
7♥, 9♥, K♥
7♥, 9♥, K♣
7♥, 9♥, K♦
7♥, 9♥, A♠
7♥, 9♥, A♥
7♥, 9♥, A♣
7♥, 9♥, A♦
7♥, 9♣, 9♦
7♥, 9♣, 10♠
7♥, 9♣, 10♥
7♥, 9♣, 10♣
7♥, 9♣, 10♦
7♥, 9♣, J♠
7♥, 9♣, J♥
7♥, 9♣, J♣
7♥, 9♣, J♦
7♥, 9♣, Q♠
7♥, 9♣, Q♥
7♥, 9♣, Q♣
7♥, 9♣, Q♦
7♥, 9♣, K♠
7♥, 9♣, K♥
7♥, 9♣, K♣
7♥, 9♣, K♦
7♥, 9♣, A♠
7♥, 9♣, A♥
7♥, 9♣, A♣
7♥, 9♣, A♦
7♥, 9♦, 10♠
7♥, 9♦, 10♥
7♥, 9♦, 10♣
7♥, 9♦, 10♦
7♥, 9♦, J♠
7♥, 9♦, J♥
7♥, 9♦, J♣
7♥, 9♦, J♦
7♥, 9♦, Q♠
7♥, 9♦, Q♥
7♥, 9♦, Q♣
7♥, 9♦, Q♦
7♥, 9♦, K♠
7♥, 9♦, K♥
7♥, 9♦, K♣
7♥, 9♦, K♦
7♥, 9♦, A♠
7♥, 9♦, A♥
7♥, 9♦, A♣
7♥, 9♦, A♦
7♥, 10♠, 10♥
7♥, 10♠, 10♣
7♥, 10♠, 10♦
7♥, 10♠, J♠
7♥, 10♠, J♥
7♥, 10♠, J♣
7♥, 10♠, J♦
7♥, 10♠, Q♠
7♥, 10♠, Q♥
7♥, 10♠, Q♣
7♥, 10♠, Q♦
7♥, 10♠, K♠
7♥, 10♠, K♥
7♥, 10♠, K♣
7♥, 10♠, K♦
7♥, 10♠, A♠
7♥, 10♠, A♥
7♥, 10♠, A♣
7♥, 10♠, A♦
7♥, 10♥, 10♣
7♥, 10♥, 10♦
7♥, 10♥, J♠
7♥, 10♥, J♥
7♥, 10♥, J♣
7♥, 10♥, J♦
7♥, 10♥, Q♠
7♥, 10♥, Q♥
7♥, 10♥, Q♣
7♥, 10♥, Q♦
7♥, 10♥, K♠
7♥, 10♥, K♥
7♥, 10♥, K♣
7♥, 10♥, K♦
7♥, 10♥, A♠
7♥, 10♥, A♥
7♥, 10♥, A♣
7♥, 10♥, A♦
7♥, 10♣, 10♦
7♥, 10♣, J♠
7♥, 10♣, J♥
7♥, 10♣, J♣
7♥, 10♣, J♦
7♥, 10♣, Q♠
7♥, 10♣, Q♥
7♥, 10♣, Q♣
7♥, 10♣, Q♦
7♥, 10♣, K♠
7♥, 10♣, K♥
7♥, 10♣, K♣
7♥, 10♣, K♦
7♥, 10♣, A♠
7♥, 10♣, A♥
7♥, 10♣, A♣
7♥, 10♣, A♦
7♥, 10♦, J♠
7♥, 10♦, J♥
7♥, 10♦, J♣
7♥, 10♦, J♦
7♥, 10♦, Q♠
7♥, 10♦, Q♥
7♥, 10♦, Q♣
7♥, 10♦, Q♦
7♥, 10♦, K♠
7♥, 10♦, K♥
7♥, 10♦, K♣
7♥, 10♦, K♦
7♥, 10♦, A♠
7♥, 10♦, A♥
7♥, 10♦, A♣
7♥, 10♦, A♦
7♥, J♠, J♥
7♥, J♠, J♣
7♥, J♠, J♦
7♥, J♠, Q♠
7♥, J♠, Q♥
7♥, J♠, Q♣
7♥, J♠, Q♦
7♥, J♠, K♠
7♥, J♠, K♥
7♥, J♠, K♣
7♥, J♠, K♦
7♥, J♠, A♠
7♥, J♠, A♥
7♥, J♠, A♣
7♥, J♠, A♦
7♥, J♥, J♣
7♥, J♥, J♦
7♥, J♥, Q♠
7♥, J♥, Q♥
7♥, J♥, Q♣
7♥, J♥, Q♦
7♥, J♥, K♠
7♥, J♥, K♥
7♥, J♥, K♣
7♥, J♥, K♦
7♥, J♥, A♠
7♥, J♥, A♥
7♥, J♥, A♣
7♥, J♥, A♦
7♥, J♣, J♦
7♥, J♣, Q♠
7♥, J♣, Q♥
7♥, J♣, Q♣
7♥, J♣, Q♦
7♥, J♣, K♠
7♥, J♣, K♥
7♥, J♣, K♣
7♥, J♣, K♦
7♥, J♣, A♠
7♥, J♣, A♥
7♥, J♣, A♣
7♥, J♣, A♦
7♥, J♦, Q♠
7♥, J♦, Q♥
7♥, J♦, Q♣
7♥, J♦, Q♦
7♥, J♦, K♠
7♥, J♦, K♥
7♥, J♦, K♣
7♥, J♦, K♦
7♥, J♦, A♠
7♥, J♦, A♥
7♥, J♦, A♣
7♥, J♦, A♦
7♥, Q♠, Q♥
7♥, Q♠, Q♣
7♥, Q♠, Q♦
7♥, Q♠, K♠
7♥, Q♠, K♥
7♥, Q♠, K♣
7♥, Q♠, K♦
7♥, Q♠, A♠
7♥, Q♠, A♥
7♥, Q♠, A♣
7♥, Q♠, A♦
7♥, Q♥, Q♣
7♥, Q♥, Q♦
7♥, Q♥, K♠
7♥, Q♥, K♥
7♥, Q♥, K♣
7♥, Q♥, K♦
7♥, Q♥, A♠
7♥, Q♥, A♥
7♥, Q♥, A♣
7♥, Q♥, A♦
7♥, Q♣, Q♦
7♥, Q♣, K♠
7♥, Q♣, K♥
7♥, Q♣, K♣
7♥, Q♣, K♦
7♥, Q♣, A♠
7♥, Q♣, A♥
7♥, Q♣, A♣
7♥, Q♣, A♦
7♥, Q♦, K♠
7♥, Q♦, K♥
7♥, Q♦, K♣
7♥, Q♦, K♦
7♥, Q♦, A♠
7♥, Q♦, A♥
7♥, Q♦, A♣
7♥, Q♦, A♦
7♥, K♠, K♥
7♥, K♠, K♣
7♥, K♠, K♦
7♥, K♠, A♠
7♥, K♠, A♥
7♥, K♠, A♣
7♥, K♠, A♦
7♥, K♥, K♣
7♥, K♥, K♦
7♥, K♥, A♠
7♥, K♥, A♥
7♥, K♥, A♣
7♥, K♥, A♦
7♥, K♣, K♦
7♥, K♣, A♠
7♥, K♣, A♥
7♥, K♣, A♣
7♥, K♣, A♦
7♥, K♦, A♠
7♥, K♦, A♥
7♥, K♦, A♣
7♥, K♦, A♦
7♥, A♠, A♥
7♥, A♠, A♣
7♥, A♠, A♦
7♥, A♥, A♣
7♥, A♥, A♦
7♥, A♣, A♦
7♣, 7♦, 8♠
7♣, 7♦, 8♥
7♣, 7♦, 8♣
7♣, 7♦, 8♦
7♣, 7♦, 9♠
7♣, 7♦, 9♥
7♣, 7♦, 9♣
7♣, 7♦, 9♦
7♣, 7♦, 10♠
7♣, 7♦, 10♥
7♣, 7♦, 10♣
7♣, 7♦, 10♦
7♣, 7♦, J♠
7♣, 7♦, J♥
7♣, 7♦, J♣
7♣, 7♦, J♦
7♣, 7♦, Q♠
7♣, 7♦, Q♥
7♣, 7♦, Q♣
7♣, 7♦, Q♦
7♣, 7♦, K♠
7♣, 7♦, K♥
7♣, 7♦, K♣
7♣, 7♦, K♦
7♣, 7♦, A♠
7♣, 7♦, A♥
7♣, 7♦, A♣
7♣, 7♦, A♦
7♣, 8♠, 8♥
7♣, 8♠, 8♣
7♣, 8♠, 8♦
7♣, 8♠, 9♠
7♣, 8♠, 9♥
7♣, 8♠, 9♣
7♣, 8♠, 9♦
7♣, 8♠, 10♠
7♣, 8♠, 10♥
7♣, 8♠, 10♣
7♣, 8♠, 10♦
7♣, 8♠, J♠
7♣, 8♠, J♥
7♣, 8♠, J♣
7♣, 8♠, J♦
7♣, 8♠, Q♠
7♣, 8♠, Q♥
7♣, 8♠, Q♣
7♣, 8♠, Q♦
7♣, 8♠, K♠
7♣, 8♠, K♥
7♣, 8♠, K♣
7♣, 8♠, K♦
7♣, 8♠, A♠
7♣, 8♠, A♥
7♣, 8♠, A♣
7♣, 8♠, A♦
7♣, 8♥, 8♣
7♣, 8♥, 8♦
7♣, 8♥, 9♠
7♣, 8♥, 9♥
7♣, 8♥, 9♣
7♣, 8♥, 9♦
7♣, 8♥, 10♠
7♣, 8♥, 10♥
7♣, 8♥, 10♣
7♣, 8♥, 10♦
7♣, 8♥, J♠
7♣, 8♥, J♥
7♣, 8♥, J♣
7♣, 8♥, J♦
7♣, 8♥, Q♠
7♣, 8♥, Q♥
7♣, 8♥, Q♣
7♣, 8♥, Q♦
7♣, 8♥, K♠
7♣, 8♥, K♥
7♣, 8♥, K♣
7♣, 8♥, K♦
7♣, 8♥, A♠
7♣, 8♥, A♥
7♣, 8♥, A♣
7♣, 8♥, A♦
7♣, 8♣, 8♦
7♣, 8♣, 9♠
7♣, 8♣, 9♥
7♣, 8♣, 9♣
7♣, 8♣, 9♦
7♣, 8♣, 10♠
7♣, 8♣, 10♥
7♣, 8♣, 10♣
7♣, 8♣, 10♦
7♣, 8♣, J♠
7♣, 8♣, J♥
7♣, 8♣, J♣
7♣, 8♣, J♦
7♣, 8♣, Q♠
7♣, 8♣, Q♥
7♣, 8♣, Q♣
7♣, 8♣, Q♦
7♣, 8♣, K♠
7♣, 8♣, K♥
7♣, 8♣, K♣
7♣, 8♣, K♦
7♣, 8♣, A♠
7♣, 8♣, A♥
7♣, 8♣, A♣
7♣, 8♣, A♦
7♣, 8♦, 9♠
7♣, 8♦, 9♥
7♣, 8♦, 9♣
7♣, 8♦, 9♦
7♣, 8♦, 10♠
7♣, 8♦, 10♥
7♣, 8♦, 10♣
7♣, 8♦, 10♦
7♣, 8♦, J♠
7♣, 8♦, J♥
7♣, 8♦, J♣
7♣, 8♦, J♦
7♣, 8♦, Q♠
7♣, 8♦, Q♥
7♣, 8♦, Q♣
7♣, 8♦, Q♦
7♣, 8♦, K♠
7♣, 8♦, K♥
7♣, 8♦, K♣
7♣, 8♦, K♦
7♣, 8♦, A♠
7♣, 8♦, A♥
7♣, 8♦, A♣
7♣, 8♦, A♦
7♣, 9♠, 9♥
7♣, 9♠, 9♣
7♣, 9♠, 9♦
7♣, 9♠, 10♠
7♣, 9♠, 10♥
7♣, 9♠, 10♣
7♣, 9♠, 10♦
7♣, 9♠, J♠
7♣, 9♠, J♥
7♣, 9♠, J♣
7♣, 9♠, J♦
7♣, 9♠, Q♠
7♣, 9♠, Q♥
7♣, 9♠, Q♣
7♣, 9♠, Q♦
7♣, 9♠, K♠
7♣, 9♠, K♥
7♣, 9♠, K♣
7♣, 9♠, K♦
7♣, 9♠, A♠
7♣, 9♠, A♥
7♣, 9♠, A♣
7♣, 9♠, A♦
7♣, 9♥, 9♣
7♣, 9♥, 9♦
7♣, 9♥, 10♠
7♣, 9♥, 10♥
7♣, 9♥, 10♣
7♣, 9♥, 10♦
7♣, 9♥, J♠
7♣, 9♥, J♥
7♣, 9♥, J♣
7♣, 9♥, J♦
7♣, 9♥, Q♠
7♣, 9♥, Q♥
7♣, 9♥, Q♣
7♣, 9♥, Q♦
7♣, 9♥, K♠
7♣, 9♥, K♥
7♣, 9♥, K♣
7♣, 9♥, K♦
7♣, 9♥, A♠
7♣, 9♥, A♥
7♣, 9♥, A♣
7♣, 9♥, A♦
7♣, 9♣, 9♦
7♣, 9♣, 10♠
7♣, 9♣, 10♥
7♣, 9♣, 10♣
7♣, 9♣, 10♦
7♣, 9♣, J♠
7♣, 9♣, J♥
7♣, 9♣, J♣
7♣, 9♣, J♦
7♣, 9♣, Q♠
7♣, 9♣, Q♥
7♣, 9♣, Q♣
7♣, 9♣, Q♦
7♣, 9♣, K♠
7♣, 9♣, K♥
7♣, 9♣, K♣
7♣, 9♣, K♦
7♣, 9♣, A♠
7♣, 9♣, A♥
7♣, 9♣, A♣
7♣, 9♣, A♦
7♣, 9♦, 10♠
7♣, 9♦, 10♥
7♣, 9♦, 10♣
7♣, 9♦, 10♦
7♣, 9♦, J♠
7♣, 9♦, J♥
7♣, 9♦, J♣
7♣, 9♦, J♦
7♣, 9♦, Q♠
7♣, 9♦, Q♥
7♣, 9♦, Q♣
7♣, 9♦, Q♦
7♣, 9♦, K♠
7♣, 9♦, K♥
7♣, 9♦, K♣
7♣, 9♦, K♦
7♣, 9♦, A♠
7♣, 9♦, A♥
7♣, 9♦, A♣
7♣, 9♦, A♦
7♣, 10♠, 10♥
7♣, 10♠, 10♣
7♣, 10♠, 10♦
7♣, 10♠, J♠
7♣, 10♠, J♥
7♣, 10♠, J♣
7♣, 10♠, J♦
7♣, 10♠, Q♠
7♣, 10♠, Q♥
7♣, 10♠, Q♣
7♣, 10♠, Q♦
7♣, 10♠, K♠
7♣, 10♠, K♥
7♣, 10♠, K♣
7♣, 10♠, K♦
7♣, 10♠, A♠
7♣, 10♠, A♥
7♣, 10♠, A♣
7♣, 10♠, A♦
7♣, 10♥, 10♣
7♣, 10♥, 10♦
7♣, 10♥, J♠
7♣, 10♥, J♥
7♣, 10♥, J♣
7♣, 10♥, J♦
7♣, 10♥, Q♠
7♣, 10♥, Q♥
7♣, 10♥, Q♣
7♣, 10♥, Q♦
7♣, 10♥, K♠
7♣, 10♥, K♥
7♣, 10♥, K♣
7♣, 10♥, K♦
7♣, 10♥, A♠
7♣, 10♥, A♥
7♣, 10♥, A♣
7♣, 10♥, A♦
7♣, 10♣, 10♦
7♣, 10♣, J♠
7♣, 10♣, J♥
7♣, 10♣, J♣
7♣, 10♣, J♦
7♣, 10♣, Q♠
7♣, 10♣, Q♥
7♣, 10♣, Q♣
7♣, 10♣, Q♦
7♣, 10♣, K♠
7♣, 10♣, K♥
7♣, 10♣, K♣
7♣, 10♣, K♦
7♣, 10♣, A♠
7♣, 10♣, A♥
7♣, 10♣, A♣
7♣, 10♣, A♦
7♣, 10♦, J♠
7♣, 10♦, J♥
7♣, 10♦, J♣
7♣, 10♦, J♦
7♣, 10♦, Q♠
7♣, 10♦, Q♥
7♣, 10♦, Q♣
7♣, 10♦, Q♦
7♣, 10♦, K♠
7♣, 10♦, K♥
7♣, 10♦, K♣
7♣, 10♦, K♦
7♣, 10♦, A♠
7♣, 10♦, A♥
7♣, 10♦, A♣
7♣, 10♦, A♦
7♣, J♠, J♥
7♣, J♠, J♣
7♣, J♠, J♦
7♣, J♠, Q♠
7♣, J♠, Q♥
7♣, J♠, Q♣
7♣, J♠, Q♦
7♣, J♠, K♠
7♣, J♠, K♥
7♣, J♠, K♣
7♣, J♠, K♦
7♣, J♠, A♠
7♣, J♠, A♥
7♣, J♠, A♣
7♣, J♠, A♦
7♣, J♥, J♣
7♣, J♥, J♦
7♣, J♥, Q♠
7♣, J♥, Q♥
7♣, J♥, Q♣
7♣, J♥, Q♦
7♣, J♥, K♠
7♣, J♥, K♥
7♣, J♥, K♣
7♣, J♥, K♦
7♣, J♥, A♠
7♣, J♥, A♥
7♣, J♥, A♣
7♣, J♥, A♦
7♣, J♣, J♦
7♣, J♣, Q♠
7♣, J♣, Q♥
7♣, J♣, Q♣
7♣, J♣, Q♦
7♣, J♣, K♠
7♣, J♣, K♥
7♣, J♣, K♣
7♣, J♣, K♦
7♣, J♣, A♠
7♣, J♣, A♥
7♣, J♣, A♣
7♣, J♣, A♦
7♣, J♦, Q♠
7♣, J♦, Q♥
7♣, J♦, Q♣
7♣, J♦, Q♦
7♣, J♦, K♠
7♣, J♦, K♥
7♣, J♦, K♣
7♣, J♦, K♦
7♣, J♦, A♠
7♣, J♦, A♥
7♣, J♦, A♣
7♣, J♦, A♦
7♣, Q♠, Q♥
7♣, Q♠, Q♣
7♣, Q♠, Q♦
7♣, Q♠, K♠
7♣, Q♠, K♥
7♣, Q♠, K♣
7♣, Q♠, K♦
7♣, Q♠, A♠
7♣, Q♠, A♥
7♣, Q♠, A♣
7♣, Q♠, A♦
7♣, Q♥, Q♣
7♣, Q♥, Q♦
7♣, Q♥, K♠
7♣, Q♥, K♥
7♣, Q♥, K♣
7♣, Q♥, K♦
7♣, Q♥, A♠
7♣, Q♥, A♥
7♣, Q♥, A♣
7♣, Q♥, A♦
7♣, Q♣, Q♦
7♣, Q♣, K♠
7♣, Q♣, K♥
7♣, Q♣, K♣
7♣, Q♣, K♦
7♣, Q♣, A♠
7♣, Q♣, A♥
7♣, Q♣, A♣
7♣, Q♣, A♦
7♣, Q♦, K♠
7♣, Q♦, K♥
7♣, Q♦, K♣
7♣, Q♦, K♦
7♣, Q♦, A♠
7♣, Q♦, A♥
7♣, Q♦, A♣
7♣, Q♦, A♦
7♣, K♠, K♥
7♣, K♠, K♣
7♣, K♠, K♦
7♣, K♠, A♠
7♣, K♠, A♥
7♣, K♠, A♣
7♣, K♠, A♦
7♣, K♥, K♣
7♣, K♥, K♦
7♣, K♥, A♠
7♣, K♥, A♥
7♣, K♥, A♣
7♣, K♥, A♦
7♣, K♣, K♦
7♣, K♣, A♠
7♣, K♣, A♥
7♣, K♣, A♣
7♣, K♣, A♦
7♣, K♦, A♠
7♣, K♦, A♥
7♣, K♦, A♣
7♣, K♦, A♦
7♣, A♠, A♥
7♣, A♠, A♣
7♣, A♠, A♦
7♣, A♥, A♣
7♣, A♥, A♦
7♣, A♣, A♦
7♦, 8♠, 8♥
7♦, 8♠, 8♣
7♦, 8♠, 8♦
7♦, 8♠, 9♠
7♦, 8♠, 9♥
7♦, 8♠, 9♣
7♦, 8♠, 9♦
7♦, 8♠, 10♠
7♦, 8♠, 10♥
7♦, 8♠, 10♣
7♦, 8♠, 10♦
7♦, 8♠, J♠
7♦, 8♠, J♥
7♦, 8♠, J♣
7♦, 8♠, J♦
7♦, 8♠, Q♠
7♦, 8♠, Q♥
7♦, 8♠, Q♣
7♦, 8♠, Q♦
7♦, 8♠, K♠
7♦, 8♠, K♥
7♦, 8♠, K♣
7♦, 8♠, K♦
7♦, 8♠, A♠
7♦, 8♠, A♥
7♦, 8♠, A♣
7♦, 8♠, A♦
7♦, 8♥, 8♣
7♦, 8♥, 8♦
7♦, 8♥, 9♠
7♦, 8♥, 9♥
7♦, 8♥, 9♣
7♦, 8♥, 9♦
7♦, 8♥, 10♠
7♦, 8♥, 10♥
7♦, 8♥, 10♣
7♦, 8♥, 10♦
7♦, 8♥, J♠
7♦, 8♥, J♥
7♦, 8♥, J♣
7♦, 8♥, J♦
7♦, 8♥, Q♠
7♦, 8♥, Q♥
7♦, 8♥, Q♣
7♦, 8♥, Q♦
7♦, 8♥, K♠
7♦, 8♥, K♥
7♦, 8♥, K♣
7♦, 8♥, K♦
7♦, 8♥, A♠
7♦, 8♥, A♥
7♦, 8♥, A♣
7♦, 8♥, A♦
7♦, 8♣, 8♦
7♦, 8♣, 9♠
7♦, 8♣, 9♥
7♦, 8♣, 9♣
7♦, 8♣, 9♦
7♦, 8♣, 10♠
7♦, 8♣, 10♥
7♦, 8♣, 10♣
7♦, 8♣, 10♦
7♦, 8♣, J♠
7♦, 8♣, J♥
7♦, 8♣, J♣
7♦, 8♣, J♦
7♦, 8♣, Q♠
7♦, 8♣, Q♥
7♦, 8♣, Q♣
7♦, 8♣, Q♦
7♦, 8♣, K♠
7♦, 8♣, K♥
7♦, 8♣, K♣
7♦, 8♣, K♦
7♦, 8♣, A♠
7♦, 8♣, A♥
7♦, 8♣, A♣
